type;exec;direction;nb_clusters;size;time
channel;18;slave-master;1;16384;94
channel;18;slave-master;1;32768;152
channel;18;slave-master;1;65536;252
channel;18;slave-master;1;131072;450
channel;18;slave-master;1;262144;850
channel;18;slave-master;1;524288;1649
channel;18;slave-master;1;1048576;3255
UsandoChannel!
channel;19;master-slave;1;1;15
channel;19;master-slave;1;2;15
channel;19;master-slave;1;4;14
channel;19;master-slave;1;8;13
channel;19;master-slave;1;16;14
channel;19;master-slave;1;32;14
channel;19;master-slave;1;64;13
channel;19;master-slave;1;128;14
channel;19;master-slave;1;256;15
channel;19;master-slave;1;512;18
channel;19;master-slave;1;1024;22
channel;19;master-slave;1;2048;32
channel;19;master-slave;1;4096;51
channel;19;master-slave;1;8192;87
channel;19;master-slave;1;16384;161
channel;19;master-slave;1;32768;310
channel;19;master-slave;1;65536;605
channel;19;master-slave;1;131072;1205
channel;19;master-slave;1;262144;2394
channel;19;master-slave;1;524288;4766
channel;19;master-slave;1;1048576;9523
channel;19;slave-master;1;1;52
channel;19;slave-master;1;2;38
channel;19;slave-master;1;4;38
channel;19;slave-master;1;8;38
channel;19;slave-master;1;16;38
channel;19;slave-master;1;32;37
channel;19;slave-master;1;64;38
channel;19;slave-master;1;128;49
channel;19;slave-master;1;256;50
channel;19;slave-master;1;512;50
channel;19;slave-master;1;1024;49
channel;19;slave-master;1;2048;50
channel;19;slave-master;1;4096;68
channel;19;slave-master;1;8192;74
channel;19;slave-master;1;16384;94
channel;19;slave-master;1;32768;151
channel;19;slave-master;1;65536;251
channel;19;slave-master;1;131072;450
channel;19;slave-master;1;262144;850
channel;19;slave-master;1;524288;1649
channel;19;slave-master;1;1048576;3251
UsandoChannel!
channel;20;master-slave;1;1;16
channel;20;master-slave;1;2;15
channel;20;master-slave;1;4;14
channel;20;master-slave;1;8;13
channel;20;master-slave;1;16;15
channel;20;master-slave;1;32;15
channel;20;master-slave;1;64;14
channel;20;master-slave;1;128;14
channel;20;master-slave;1;256;21
channel;20;master-slave;1;512;18
channel;20;master-slave;1;1024;22
channel;20;master-slave;1;2048;32
channel;20;master-slave;1;4096;51
channel;20;master-slave;1;8192;88
channel;20;master-slave;1;16384;161
channel;20;master-slave;1;32768;309
channel;20;master-slave;1;65536;610
channel;20;master-slave;1;131072;1205
channel;20;master-slave;1;262144;2394
